Date,KO,WRB,log_KO,log_WRB,spread,spread_mean,spread_std,z_score,ma_10,ma_30,momentum,volatility,hedged_returns,target,pred_proba,prediction,Position,strategy_return,capital
2022-02-14,55.03443908691406,37.176902770996094,4.007959154489448,3.615687675192268,-3.5976020320938384,-3.603577706934288,0.05621511330331434,0.10630014758143821,-3.6055581501964498,-3.6412614550487907,0.012439342879722926,0.03383151046170329,-0.016977374150813,1,0.8005442098493881,1,0,,
2022-02-15,55.243045806884766,37.434478759765625,4.011742464727161,3.622592171711412,-3.5975065153435106,-3.603929162231318,0.05610498899271172,0.11447550392785569,-3.6016824465729456,-3.639422599673024,0.0025067664299656123,0.03423778593721709,0.00010651123972774991,1,0.8029418299421506,1,0,0.0,100.0
2022-02-16,55.233978271484375,37.7834358215332,4.011578312307299,3.6318708008057867,-3.5879324543560025,-3.60438410628134,0.05585266172594292,0.2945544834740813,-3.5972864893706293,-3.6367640203652347,-0.01406261198272718,0.03272896526446824,0.009617216666684164,1,0.7705547448737554,1,0,0.0,100.0
2022-02-17,56.34046936035156,37.28907775878906,4.031413093268186,3.618700462289003,-3.6368002677812257,-3.6058799625506897,0.05543057442247776,-0.5578204006126529,-3.597852406983544,-3.6348649612059956,-0.04556473763106661,0.03107275390738852,-0.04913784214167655,1,0.9307256769172869,1,1,-0.0,100.0
2022-02-18,56.721397399902344,37.58403015136719,4.038151518731081,3.626579230155677,-3.6410489226654477,-3.6077425923934037,0.0545898612372322,-0.6101193429912569,-3.601669808691848,-3.6339875200140406,-0.06040105725746381,0.02931849145906671,-0.004258487518474198,1,0.9390869461592628,1,1,-0.004258487518474198,99.57415124815257
2022-02-22,56.4855842590332,37.571571350097656,4.033985459739334,3.626247683307944,-3.633882640995779,-3.609324923059123,0.053863584886661736,-0.4559243130276185,-3.6040539352940697,-3.633662938410743,-0.036280608901940514,0.028884759409522603,0.0071507400935027785,1,0.9188233793468948,1,1,0.0071507400935027785,100.28618012375925
2022-02-23,55.85978317260742,37.11874771118164,4.022844678887719,3.614122171119978,-3.62595762952557,-3.611038746460332,0.05261372646526384,-0.2835549592764094,-3.606648370069279,-3.6328998658751464,-0.028451114182059367,0.027937424347193467,0.007886953630738165,1,0.8943269868782929,1,1,0.007886953630738165,101.07713257619919
2022-02-24,54.8802604675293,36.41252899169922,4.0051537295348165,3.5949129184870685,-3.613327749582373,-3.61272000357028,0.05091368502802706,-0.011936790899312438,-3.610594160790189,-3.631959541974353,-0.025395295226370518,0.027196133359449863,0.012533223154157967,1,0.8442030912507805,1,0,0.012533223154157967,102.34395483455911
2022-02-25,57.0025520324707,37.883148193359375,4.043096039331778,3.634506374509641,-3.6420206363541165,-3.614898726664658,0.04912475128052109,-0.5521027380796727,-3.615672671410585,-3.63206227760343,-0.005220368572890877,0.025836507945776414,-0.029210629727359938,1,0.9177475641451162,1,1,-0.0,102.34395483455911
2022-02-28,56.44930648803711,37.51340866088867,4.033343005100136,3.6246984333558534,-3.634275638786183,-3.6172576661090208,0.046306105406736874,-0.3675103429166073,-3.6210354487484047,-3.631834526449056,0.006773283879264458,0.02441546510635799,0.007707618954799676,1,0.8868308256923768,1,1,0.007707618954799676,103.13278304075114
2022-03-01,56.20443344116211,36.63269805908203,4.02899564064166,3.6009412311647697,-3.650208709519485,-3.619222631862679,0.04499715488852007,-0.6886230414694868,-3.6262961164909697,-3.631404929638653,-0.016326068523706105,0.023089572687238283,-0.015670072531181602,1,0.9309853251702948,1,1,-0.015670072531181602,101.51668485015995
2022-03-02,56.62163162231445,37.61311340332031,4.036391096335213,3.6273527503195675,-3.637107097571511,-3.6213205711067955,0.04260006647594094,-0.37057516033763394,-3.6302561747137694,-3.6306827518422624,-0.011149468045941191,0.023129412091513965,0.013404149177489243,1,0.8866404486360292,1,1,0.013404149177489243,102.87742963789566
2022-03-03,56.65790557861328,37.54248809814453,4.037031528992954,3.625473307548729,-3.6401391534604546,-3.6233546666957084,0.04029248278415702,-0.41656620801103494,-3.6354768446242147,-3.6290862883689443,-0.026811403878081563,0.023498792847413744,-0.0030306600066660593,1,0.8910803427767631,1,1,-0.0030306600066660593,102.56564312630347
2022-03-04,56.74859619140625,37.42617416381836,4.038630919340246,3.622370303596267,-3.646120646310972,-3.625711215457801,0.03703198610224456,-0.5511297934931504,-3.63640888247719,-3.6282451257411257,-0.004100009956855555,0.024221585590688648,-0.005978986650896104,1,0.8957832777470964,1,1,-0.005978986650896104,101.95240451521073
2022-03-07,55.39723205566406,36.93180084228515,4.014529629610901,3.6090729913442643,-3.6160418715231972,-3.6271093117177613,0.034882341555425245,0.31727916478825813,-3.6339081773629642,-3.62639280969863,0.018233767262985978,0.023991566326142258,0.029648257800668522,1,0.6794207201060088,1,0,0.029648257800668522,104.97511568767572
2022-03-08,53.20238494873047,37.12318801879883,3.9741032252061252,3.614241788357293,-3.538116004002373,-3.6269820921927427,0.03519565038710554,2.52491677843598,-3.6243315136636243,-3.622760746939084,0.11209270551711192,0.02988170227489054,0.07648821448063998,0,0.0512517491938964,0,-1,0.0,104.97511568767572
2022-03-09,53.47446060180664,38.142478942871094,3.979204167994859,3.6413285939403393,-3.520209575937449,-3.6266273319830673,0.03615976155970205,2.9429883233581524,-3.6137567083048117,-3.6183142484647814,0.11689752163406197,0.036475478805067185,0.018253156224593732,0,0.025499058835934365,0,-1,-0.018253156224593732,103.05898850133377
2022-03-10,52.49494934082031,38.612606048583984,3.9607169619377753,3.6535788047241655,-3.474687176484069,-3.625684703185128,0.039253158335261384,3.8467612061019025,-3.599892650994981,-3.612526880203107,0.16545197697638558,0.046921681183834885,0.0452920722652768,0,0.005226794333693917,0,-1,-0.0452920722652768,98.39123334654504
