Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
DTE,DTE ENERGY,Equity,0.07,110.76,54540,6040850.4,6040850.4,Utilities,2280220,US2333311072,New York Stock Exchange Inc.
GPN,GLOBAL PAYMENTS INC,Equity,0.07,125.71,47974,6030811.54,6030811.54,Information Technology,2712013,US37940X1028,New York Stock Exchange Inc.
TWTR,TWITTER INC,Equity,0.07,28.19,213851,6028459.69,6028459.69,Communication,BFLR866,US90184L1026,New York Stock Exchange Inc.
PANW,PALO ALTO NETWORKS INC,Equity,0.07,222.74,27011,6016430.14,6016430.14,Information Technology,B87ZMX0,US6974351057,New York Stock Exchange Inc.
ES,EVERSOURCE ENERGY,Equity,0.07,62.16,95904,5961392.64,5961392.64,Utilities,BVVN4Q8,US30040W1080,New York Stock Exchange Inc.
FLT,FLEETCOR TECHNOLOGIES INC,Equity,0.07,224.64,26419,5934764.16,5934764.16,Information Technology,B4R28B3,US3390411052,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.07,152.26,38683,5889873.58,5889873.58,Consumer Staples,2204026,US1890541097,New York Stock Exchange Inc.
HES,HESS CORP,Equity,0.07,73.36,80018,5870120.48,5870120.48,Energy,2023748,US42809H1077,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.06,120.47,48491,5841710.77,5841710.77,Industrials,B4P9W92,US92345Y1064,NASDAQ
DVMT,DELL TECHNOLOGIES CLASS V INC,Equity,0.06,96.76,60318,5836369.68,5836369.68,Information Technology,BDB2RN7,US24703L1035,New York Stock Exchange Inc.
DLTR,DOLLAR TREE INC,Equity,0.06,81.64,71138,5807706.32,5807706.32,Consumer Discretionary,2272476,US2567461080,NASDAQ
VTR,VENTAS REIT INC,Equity,0.06,53.64,107519,5767319.16,5767319.16,Real Estate,2927925,US92276F1003,New York Stock Exchange Inc.
MYL,MYLAN NV,Equity,0.06,37.14,155119,5761119.66,5761119.66,Health Care,BVFMFG8,NL0011031208,NASDAQ
CBS,CBS CORP CLASS B,Equity,0.06,56.51,100769,5694456.19,5694456.19,Communication,B0SRLH6,US1248572026,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,0.06,142.9,39771,5683275.9,5683275.9,Financials,BDB6Q21,IE00BDB6Q211,NASDAQ
FITB,FIFTH THIRD BANCORP,Equity,0.06,27.93,202678,5660796.54,5660796.54,Financials,2336747,US3167731005,NASDAQ
APA,APACHE CORP,Equity,0.06,48.55,116086,5635975.3,5635975.3,Energy,2043962,US0374111054,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,0.06,120.8,46541,5622152.8,5622152.8,Real Estate,2019479,US1011211018,New York Stock Exchange Inc.
ABMD,ABIOMED INC,Equity,0.06,429.17,13008,5582643.36,5582643.36,Health Care,2003698,US0036541003,NASDAQ
FE,FIRSTENERGY CORP,Equity,0.06,37.43,147544,5522571.92,5522571.92,Utilities,2100920,US3379321074,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,0.06,75.2,73050,5493360,5493360,Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.
AME,AMETEK INC,Equity,0.06,79.68,68899,5489872.32,5489872.32,Industrials,2089212,US0311001004,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.06,38.07,143840,5475988.8,5475988.8,Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.06,369.93,14704,5439450.72,5439450.72,Industrials,B11FJK3,US8936411003,New York Stock Exchange Inc.
TXT,TEXTRON INC,Equity,0.06,71.82,75438,5417957.16,5417957.16,Industrials,2885937,US8832031012,New York Stock Exchange Inc.
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Equity,0.06,156.42,34396,5380222.32,5380222.32,Real Estate,BZ6TS23,US78410G1040,NASDAQ
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.06,173.34,31042,5380820.28,5380820.28,Health Care,2586122,US50540R4092,New York Stock Exchange Inc.
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,0.06,49.49,108640,5376593.6,5376593.6,Financials,2476193,US4165151048,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.06,77.65,69126,5367633.9,5367633.9,Information Technology,2592174,US5950171042,NASDAQ
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.06,98.55,54214,5342789.7,5342789.7,Information Technology,2897697,US8919061098,New York Stock Exchange Inc.
K,KELLOGG,Equity,0.06,70.42,75707,5331286.94,5331286.94,Consumer Staples,2486813,US4878361082,New York Stock Exchange Inc.
BMRN,BIOMARIN PHARMACEUTICAL INC,Equity,0.06,99,52988,5245812,5245812,Health Care,2437071,US09061G1013,NASDAQ
WDC,WESTERN DIGITAL CORP,Equity,0.06,57.72,90242,5208768.24,5208768.24,Information Technology,2954699,US9581021055,NASDAQ
CTAS,CINTAS CORP,Equity,0.06,195.85,26555,5200796.75,5200796.75,Industrials,2197137,US1729081059,NASDAQ
TSN,TYSON FOODS INC CLASS A,Equity,0.06,59.03,87865,5186670.95,5186670.95,Consumer Staples,2909730,US9024941034,New York Stock Exchange Inc.
NOV,NATIONAL OILWELL VARCO INC,Equity,0.06,44.4,116063,5153197.2,5153197.2,Energy,2624486,US6370711011,New York Stock Exchange Inc.
NEM,NEWMONT MINING CORP,Equity,0.06,31.17,162614,5068678.38,5068678.38,Materials,2636607,US6516391066,New York Stock Exchange Inc.
CAH,CARDINAL HEALTH INC,Equity,0.06,53.98,93862,5066670.76,5066670.76,Health Care,2175672,US14149Y1082,New York Stock Exchange Inc.
FAST,FASTENAL,Equity,0.06,57.86,87048,5036597.28,5036597.28,Industrials,2332262,US3119001044,NASDAQ
USD,USD CASH,Cash,0.06,100,5032427,5032427.38,5032427.38,Cash and/or Derivatives,--,--,--
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.06,58.86,85402,5026761.72,5026761.72,Financials,2803014,US74251V1026,NASDAQ
VRSN,VERISIGN INC,Equity,0.06,157.52,31842,5015751.84,5015751.84,Information Technology,2142922,US92343E1029,NASDAQ
SWKS,SKYWORKS SOLUTIONS INC,Equity,0.06,91.88,54547,5011778.36,5011778.36,Information Technology,2961053,US83088M1027,NASDAQ
O,REALTY INCOME REIT CORP,Equity,0.06,56.81,88030,5000984.3,5000984.3,Real Estate,2724193,US7561091049,New York Stock Exchange Inc.
LLL,L3 TECHNOLOGIES INC,Equity,0.06,211.75,23587,4994547.25,4994547.25,Industrials,BYZGYC0,US5024131071,New York Stock Exchange Inc.
SPLK,SPLUNK INC,Equity,0.05,112.67,43735,4927622.45,4927622.45,Information Technology,B424494,US8486371045,NASDAQ
HBAN,HUNTINGTON BANCSHARES INC,Equity,0.05,14.86,330951,4917931.86,4917931.86,Financials,2445966,US4461501045,NASDAQ
MKC,MCCORMICK & CO NON-VOTING INC,Equity,0.05,133.4,36741,4901249.4,4901249.4,Consumer Staples,2550161,US5797802064,New York Stock Exchange Inc.
SIVB,SVB FINANCIAL GROUP,Equity,0.05,306.95,15897,4879584.15,4879584.15,Financials,2808053,US78486Q1013,NASDAQ
MKL,MARKEL CORP,Equity,0.05,1177.7,4142,4878033.4,4878033.4,Financials,2566436,US5705351048,New York Stock Exchange Inc.
RMD,RESMED INC,Equity,0.05,113.87,42834,4877507.58,4877507.58,Health Care,2732903,US7611521078,New York Stock Exchange Inc.
GWW,WW GRAINGER INC,Equity,0.05,354.55,13739,4871162.45,4871162.45,Industrials,2380863,US3848021040,New York Stock Exchange Inc.
ESS,ESSEX PROPERTY TRUST REIT INC TRUS,Equity,0.05,245.53,19740,4846762.2,4846762.2,Real Estate,2316619,US2971781057,New York Stock Exchange Inc.
LNG,CHENIERE ENERGY INC,Equity,0.05,69.05,70064,4837919.2,4837919.2,Energy,2654364,US16411R2085,Nyse Mkt Llc
ULTA,ULTA BEAUTY INC,Equity,0.05,279.97,17258,4831722.26,4831722.26,Consumer Discretionary,B28TS42,US90384S3031,NASDAQ
MXIM,MAXIM INTEGRATED PRODUCTS INC,Equity,0.05,56.63,84983,4812587.29,4812587.29,Information Technology,2573760,US57772K1016,NASDAQ
AWK,AMERICAN WATER WORKS INC,Equity,0.05,88.35,54353,4802087.55,4802087.55,Utilities,B2R3PV1,US0304201033,New York Stock Exchange Inc.
AAL,AMERICAN AIRLINES GROUP INC,Equity,0.05,38.5,124736,4802336,4802336,Industrials,BCV7KT2,US02376R1023,NASDAQ
RSG,REPUBLIC SERVICES INC,Equity,0.05,72.17,66440,4794974.8,4794974.8,Industrials,2262530,US7607591002,New York Stock Exchange Inc.
KLAC,KLA TENCOR CORP,Equity,0.05,100.97,47447,4790723.59,4790723.59,Information Technology,2480138,US4824801009,NASDAQ
EFX,EQUIFAX INC,Equity,0.05,132.39,36142,4784839.38,4784839.38,Industrials,2319146,US2944291051,New York Stock Exchange Inc.
LULU,LULULEMON ATHLETICA INC,Equity,0.05,160.2,29787,4771877.4,4771877.4,Consumer Discretionary,B23FN39,US5500211090,NASDAQ
WCG,WELLCARE HEALTHCARE PLANS INC,Equity,0.05,315.07,15118,4763228.26,4763228.26,Health Care,B01R258,US94946T1060,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,0.05,64.35,73919,4756687.65,4756687.65,Utilities,2050832,US0236081024,New York Stock Exchange Inc.
IAC,IAC INTERACTIVE,Equity,0.05,210.56,22463,4729809.28,4729809.28,Communication,B0F0F09,US44919P5089,NASDAQ
MSCI,MSCI INC,Equity,0.05,176.96,26574,4702535.04,4702535.04,Financials,B2972D2,US55354G1004,New York Stock Exchange Inc.
CMA,COMERICA INC,Equity,0.05,89.78,52198,4686336.44,4686336.44,Financials,2212870,US2003401070,New York Stock Exchange Inc.
TIF,TIFFANY,Equity,0.05,125.28,37338,4677704.64,4677704.64,Consumer Discretionary,2892090,US8865471085,New York Stock Exchange Inc.
EXPE,EXPEDIA GROUP INC,Equity,0.05,128.96,36186,4666546.56,4666546.56,Consumer Discretionary,B748CK2,US30212P3038,NASDAQ
MTD,METTLER TOLEDO INC,Equity,0.05,616.34,7567,4663844.78,4663844.78,Health Care,2126249,US5926881054,New York Stock Exchange Inc.
CE,CELANESE CORP,Equity,0.05,113.53,40824,4634748.72,4634748.72,Materials,B05MZT4,US1508701034,New York Stock Exchange Inc.
OMC,OMNICOM GROUP INC,Equity,0.05,69.04,66820,4613252.8,4613252.8,Communication,2279303,US6819191064,New York Stock Exchange Inc.
HST,HOST HOTELS & RESORTS REIT INC,Equity,0.05,20.71,222680,4611702.8,4611702.8,Real Estate,2567503,US44107P1049,New York Stock Exchange Inc.
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Equity,0.05,134.38,34266,4604665.08,4604665.08,Communication,2122117,US8740541094,NASDAQ
ANSS,ANSYS INC,Equity,0.05,182.21,25169,4586043.49,4586043.49,Information Technology,2045623,US03662Q1058,NASDAQ
NBL,NOBLE ENERGY INC,Equity,0.05,31.32,146127,4576697.64,4576697.64,Energy,2640761,US6550441058,New York Stock Exchange Inc.
EVRG,EVERGY INC,Equity,0.05,55.44,82531,4575518.64,4575518.64,Utilities,BFMXGR0,US30034W1062,New York Stock Exchange Inc.
BLL,BALL CORP,Equity,0.05,44.45,102672,4563770.4,4563770.4,Materials,2073022,US0584981064,New York Stock Exchange Inc.
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Equity,0.05,129.58,35119,4550720.02,4550720.02,Information Technology,B1VP7R6,US11133T1034,New York Stock Exchange Inc.
